2008-12-29,84,84
2011-01-24,74,99
2007-12-05,84,54
2008-11-28,63,74
2007-03-26,72,57
2011-10-17,99,30
2007-05-01,67,97
2008-05-12,67,31
2012-02-18,91,97
2010-03-05,70,90
2008-10-02,60,49
2006-03-31,88,50
2013-03-09,84,92
2010-03-28,92,55
2006-07-24,84,91
2011-01-11,68,38
2005-08-05,60,94
2013-10-24,71,82
2008-06-15,62,35
2010-06-16,54,68
2013-11-02,61,33
2009-02-21,95,36
2013-12-28,90,35
2007-09-05,70,80
2012-06-09,98,70
2006-11-23,80,42
2013-03-22,85,38
2011-03-07,89,81
2013-06-07,63,54
2008-09-17,86,67
2009-07-01,92,46
2006-08-18,59,84
2007-05-12,52,47
2009-09-27,67,48
2013-05-23,51,66
2011-06-02,53,66
2012-05-06,86,94
2007-08-03,66,80
2005-11-04,71,41
2012-09-13,53,95
2005-07-11,51,82
2005-01-02,88,85
2007-08-29,71,87
2005-10-15,95,74
2006-09-11,72,42
2009-07-24,79,66
2005-08-15,85,92
2005-01-01,61,61
2011-09-24,83,65
2005-02-12,82,39
2009-02-04,99,30
2007-12-25,91,36
2012-02-19,80,45
2012-07-29,90,38
2012-12-22,58,92
2005-05-08,75,40
2012-09-24,63,37
2010-08-10,56,91
2008-09-10,76,69
2006-04-11,90,77
2012-07-21,96,48
2009-11-28,55,98
2008-05-07,86,99
2008-12-09,71,41
2007-04-23,98,51
2009-05-09,95,55
2010-04-25,62,65
2010-05-01,63,61
2008-05-08,74,50
2012-02-11,57,40
2006-02-09,50,82
2011-04-08,71,59
2006-04-14,58,62
2010-08-24,93,81
2008-04-08,83,58
2011-02-14,59,87
2009-12-22,55,80
2012-05-07,96,98
2009-04-21,83,44
2007-03-02,89,95
2005-11-15,98,91
2013-03-19,57,69
2007-07-19,54,33
2010-10-04,89,95
2007-11-06,95,94
2007-12-21,89,93
2007-08-15,90,30
2013-06-13,63,36
2009-10-30,94,30
2013-01-30,65,44
2008-02-17,74,81
2012-03-23,89,79
2011-02-14,89,71
2011-08-07,58,39
2008-08-17,76,83
2009-10-30,77,93
2008-09-06,87,73
2013-09-26,73,84
2009-02-14,54,66
2011-04-30,79,60
2009-10-22,86,74
2012-04-20,64,85
2006-10-09,65,86
2010-02-06,66,66
2005-06-19,57,53
2012-02-20,64,66
2007-09-26,83,50
2006-11-15,95,53
2006-07-02,88,99
2013-02-17,71,61
2012-03-15,86,66
2005-03-18,69,83
2005-04-22,66,55
2013-12-25,85,72
2009-10-18,99,49
2010-04-30,72,82
2005-11-17,50,65
2005-04-12,67,54
2005-02-15,68,40
2007-11-15,67,45
2009-07-23,96,32
2008-03-10,73,68
2007-11-24,98,40
2010-01-10,63,99
2011-02-23,70,65
2013-05-28,58,71
2009-09-04,85,90
2006-04-16,89,41
2009-04-25,67,52
2011-01-12,81,60
2009-06-24,91,34
2007-05-17,97,60
2010-10-27,61,78
2009-07-26,57,96
2005-03-29,54,31
2011-01-07,71,60
2005-07-30,58,69
2007-06-09,51,55
2008-06-23,70,95
2012-06-28,56,97
2008-09-18,60,90
2010-11-20,63,89
2012-02-22,87,99
2008-02-07,58,87
2007-06-28,80,94
2012-12-11,57,63
2008-08-12,64,39
2012-11-24,89,34
2011-03-28,55,79
2006-09-04,97,62
2009-01-07,80,97
2008-04-08,83,53
2009-05-18,69,94
2012-02-09,56,66
2010-07-29,85,85
2005-05-26,71,32
2007-10-16,63,81
2009-02-08,51,36
2013-05-07,50,86
2011-04-21,99,62
2011-07-14,52,49
2008-02-03,59,43
2011-01-07,61,79
2011-08-28,54,45
2012-03-09,95,80
2013-02-02,61,84
2013-10-12,53,31
2008-01-01,65,67
2013-07-03,83,80
2011-03-22,55,69
2007-06-17,90,79
2005-08-21,61,50
2005-05-23,69,31
2005-11-12,78,95
2011-09-05,90,71
2012-08-31,55,44
2005-02-08,69,54
2008-11-17,55,100
2013-12-19,79,65
2007-11-13,53,55
2012-08-04,73,89
2006-06-11,87,62
2005-08-09,75,54
2011-07-24,59,79
2005-04-14,74,88
2013-10-31,55,57
2011-06-04,65,52
2009-02-15,96,68
2012-12-30,71,70
2009-02-04,93,99
2007-05-03,87,55
2009-12-10,73,51
2005-08-18,64,92
2007-06-13,72,99
2007-03-23,61,93
2013-05-12,62,34
2012-02-22,75,99
2006-05-20,77,90
2013-05-12,69,66
2010-04-16,66,70
2011-12-30,56,89
2006-01-30,63,98
2013-10-29,72,70
2011-01-28,78,74
2007-09-11,90,40
2005-06-13,74,60
2008-12-02,78,86
2010-04-06,62,54
2005-05-20,50,40
2011-07-13,80,97
2005-08-21,95,83
2005-10-15,87,83
2012-02-19,71,71
2013-12-02,95,51
2007-08-17,70,44
2005-02-04,88,77
2007-04-07,50,41
2008-11-01,58,81
2008-02-03,56,79
2007-02-24,99,46
2011-08-08,56,100
2010-04-26,71,39
2006-09-01,56,42
2009-03-18,71,59
2012-10-23,97,45
2013-03-26,54,90
2005-03-29,56,77
2007-06-11,73,72
2011-07-14,64,35
2006-09-17,71,38
2008-11-05,79,100
2011-11-27,61,74
2007-04-12,92,76
2013-12-12,71,66
2006-12-24,61,88
2006-11-18,55,39
2012-03-20,89,47
2011-03-20,94,79
2012-08-27,95,32
2005-05-21,60,91
2009-08-20,97,47
2009-09-05,56,60
2007-07-06,57,46
2005-06-19,86,89
2008-09-13,93,67
2012-08-24,71,76
2006-11-28,69,69
2009-04-30,78,32
2011-04-03,82,78
2008-05-22,60,88
2005-06-19,61,53
2005-09-09,65,40
2011-02-04,72,74
2008-11-18,51,59
2011-11-05,65,78
2007-10-08,65,49
2012-04-29,70,49
2008-01-19,98,61
2011-05-20,61,91
2009-05-18,94,47
2010-07-31,100,60
2012-05-02,91,96
2010-06-06,85,51
2007-04-11,95,72
2008-04-19,77,37
2008-02-28,73,73
2007-10-27,60,49
2008-06-18,96,99
2007-09-02,92,41
2011-07-13,98,50
2005-04-12,91,44
2007-12-27,65,87
2006-07-22,83,64
2013-10-02,62,74
2006-03-16,96,58
2007-12-14,83,65
2012-07-01,56,66
2008-11-22,70,53
2006-05-11,80,98
2010-04-15,56,41
2006-07-24,73,91
2007-11-03,67,61
2009-12-03,69,61
